"Day ","Items ","Note ","Amount "
"82","Retail","Revenue - Retail Sales Chicago - Shampoo","15750"
"82","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"82","Rental Expense","Cash Payment - Rental - San Francisco","-2240"
"82","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"82","Rental Expense","Cash Payment - Rental - New York","-4020"
"82","Rental Expense","Cash Payment - Rental - Washington, D.C.","-2440"
"82","Rental Expense","Cash Payment - Rental - Chicago","-1480"
"82","Rental Expense","Cash Payment - Rental - Miami","-1800"
"81","Human Resource Expense","Counselled","-2000"
"81","Human Resource Expense","Counselled","-2000"
"81","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","-1000"
"81","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","-998"
"81","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","-3500"
"81","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","-3400"
"81","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","-3500"
"81","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","-5000"
"81","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","-5000"
"81","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","-5000"
"81","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","-1000"
"81","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash  ","-1000"
"81","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","-1000"
"81","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","-2500"
"81","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash  ","-2500"
"81","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","-2500"
"81","Salary Expense","Cash Payment - Salary Expense","-32902"
"81","Retail","Revenue - Retail Sales Detroit - Mouthwash","23025"
"81","Retail","Revenue - Retail Sales Detroit - Body Wash  ","47100"
"81","Retail","Revenue - Retail Sales Detroit - Shampoo","30525"
"81","Retail","Revenue - Retail Sales San Francisco - Mouthwash","11250"
"81","Retail","Revenue - Retail Sales San Francisco - Body Wash  ","18000"
"81","Retail","Revenue - Retail Sales San Francisco - Shampoo","14325"
"81","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","20600"
"81","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","31800"
"81","Retail","Revenue - Retail Sales Los Angeles - Shampoo","15500"
"81","Retail","Revenue - Retail Sales New York - Mouthwash","84600"
"81","Retail","Revenue - Retail Sales New York - Body Wash  ","163800"
"81","Retail","Revenue - Retail Sales New York - Shampoo","73200"
"81","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","10200"
"81","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash  ","19650"
"81","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","12525"
"81","Retail","Revenue - Retail Sales Chicago - Mouthwash","15525"
"81","Retail","Revenue - Retail Sales Chicago - Body Wash  ","43350"
"81","Retail","Revenue - Retail Sales Chicago - Shampoo","15900"
"81","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"81","Rental Expense","Cash Payment - Rental - San Francisco","-2240"
"81","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"81","Rental Expense","Cash Payment - Rental - New York","-4020"
"81","Rental Expense","Cash Payment - Rental - Washington, D.C.","-2440"
"81","Rental Expense","Cash Payment - Rental - Chicago","-1480"
"81","Rental Expense","Cash Payment - Rental - Miami","-1800"
"80","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 13958 ","-15450"
"80","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 13958 ","-85000"
"80","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 13958 ","-19000"
"80","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","-1000"
"80","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","-998"
"80","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","-3500"
"80","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","-3400"
"80","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","-3500"
"80","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","-5000"
"80","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","-5000"
"80","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","-5000"
"80","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","-1000"
"80","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash  ","-1000"
"80","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","-1000"
"80","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","-2500"
"80","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash  ","-2500"
"80","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","-2500"
"80","Salary Expense","Cash Payment - Salary Expense","-32652"
"80","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 339","-15000"
"80","Retail","Revenue - Retail Sales Detroit - Mouthwash","21675"
"80","Retail","Revenue - Retail Sales Detroit - Body Wash  ","45600"
"80","Retail","Revenue - Retail Sales Detroit - Shampoo","29025"
"80","Retail","Revenue - Retail Sales San Francisco - Mouthwash","11925"
"80","Retail","Revenue - Retail Sales San Francisco - Body Wash  ","18525"
"80","Retail","Revenue - Retail Sales San Francisco - Shampoo","14775"
"80","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","31200"
"80","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","49400"
"80","Retail","Revenue - Retail Sales Los Angeles - Shampoo","21900"
"80","Retail","Revenue - Retail Sales New York - Mouthwash","86400"
"80","Retail","Revenue - Retail Sales New York - Body Wash  ","170300"
"80","Retail","Revenue - Retail Sales New York - Shampoo","71000"
"80","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","9750"
"80","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash  ","19275"
"80","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","12075"
"80","Retail","Revenue - Retail Sales Chicago - Mouthwash","14700"
"80","Retail","Revenue - Retail Sales Chicago - Body Wash  ","44250"
"80","Retail","Revenue - Retail Sales Chicago - Shampoo","16725"
"80","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"80","Rental Expense","Cash Payment - Rental - San Francisco","-2240"
"80","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"80","Rental Expense","Cash Payment - Rental - New York","-4020"
"80","Rental Expense","Cash Payment - Rental - Washington, D.C.","-2440"
"80","Rental Expense","Cash Payment - Rental - Chicago","-1480"
"80","Rental Expense","Cash Payment - Rental - Miami","-1800"
"79","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 13584 ","-45000"
"79","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 13584 ","-17170"
"79","Procurement Finished Goods","Cash Payment - Procurement Finished Goods - PO ID: 13584 ","-19190"
"79","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","-1000"
"79","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","-998"
"79","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","-3500"
"79","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","-3400"
"79","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","-3500"
"79","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","-5000"
"79","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","-5000"
"79","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","-5000"
"79","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","-1000"
"79","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash  ","-1000"
"79","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","-1000"
"79","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","-2500"
"79","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash  ","-2500"
"79","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","-2500"
"79","Salary Expense","Cash Payment - Salary Expense","-32606"
"79","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 13571","-282"
"79","Retail","Revenue - Retail Sales Detroit - Mouthwash","20325"
"79","Retail","Revenue - Retail Sales Detroit - Body Wash  ","37050"
"79","Retail","Revenue - Retail Sales Detroit - Shampoo","25575"
"79","Retail","Revenue - Retail Sales San Francisco - Mouthwash","11175"
"79","Retail","Revenue - Retail Sales San Francisco - Body Wash  ","16725"
"79","Retail","Revenue - Retail Sales San Francisco - Shampoo","14175"
"79","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","30200"
"79","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","51400"
"79","Retail","Revenue - Retail Sales Los Angeles - Shampoo","22900"
"79","Retail","Revenue - Retail Sales New York - Mouthwash","81700"
"79","Retail","Revenue - Retail Sales New York - Body Wash  ","163600"
"79","Retail","Revenue - Retail Sales New York - Shampoo","74900"
"79","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","9075"
"79","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash  ","18075"
"79","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","12225"
"79","Retail","Revenue - Retail Sales Chicago - Mouthwash","14475"
"79","Retail","Revenue - Retail Sales Chicago - Body Wash  ","40800"
"79","Retail","Revenue - Retail Sales Chicago - Shampoo","15150"
"79","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"79","Rental Expense","Cash Payment - Rental - San Francisco","-2240"
"79","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"79","Rental Expense","Cash Payment - Rental - New York","-4020"
"79","Rental Expense","Cash Payment - Rental - Washington, D.C.","-2440"
"79","Rental Expense","Cash Payment - Rental - Chicago","-1480"
"79","Rental Expense","Cash Payment - Rental - Miami","-1800"
"78","Human Resource Expense","Cash Payment - Staff Recruiting","-15000"
"78","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","-1000"
"78","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","-998"
"78","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","-3500"
"78","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","-3400"
"78","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","-3500"
"78","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","-5000"
"78","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","-5000"
"78","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","-5000"
"78","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","-1000"
"78","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash  ","-1000"
"78","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","-1000"
"78","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","-2500"
"78","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash  ","-2500"
"78","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","-2500"
"78","Salary Expense","Cash Payment - Salary Expense","-32587"
"78","Retail","Revenue - Retail Sales Detroit - Mouthwash","18525"
"78","Retail","Revenue - Retail Sales Detroit - Body Wash  ","37200"
"78","Retail","Revenue - Retail Sales Detroit - Shampoo","25875"
"78","Retail","Revenue - Retail Sales San Francisco - Mouthwash","11175"
"78","Retail","Revenue - Retail Sales San Francisco - Body Wash  ","17925"
"78","Retail","Revenue - Retail Sales San Francisco - Shampoo","14775"
"78","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","31400"
"78","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","48900"
"78","Retail","Revenue - Retail Sales Los Angeles - Shampoo","21400"
"78","Retail","Revenue - Retail Sales New York - Mouthwash","83800"
"78","Retail","Revenue - Retail Sales New York - Body Wash  ","156900"
"78","Retail","Revenue - Retail Sales New York - Shampoo","70400"
"78","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","10275"
"78","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash  ","18450"
"78","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","11775"
"78","Retail","Revenue - Retail Sales Chicago - Mouthwash","15600"
"78","Retail","Revenue - Retail Sales Chicago - Body Wash  ","45975"
"78","Retail","Revenue - Retail Sales Chicago - Shampoo","16725"
"78","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"78","Rental Expense","Cash Payment - Rental - San Francisco","-2240"
"78","Rental Expense","Cash Payment - Rental - Los Angeles","-1620"
"78","Rental Expense","Cash Payment - Rental - New York","-4020"
"78","Rental Expense","Cash Payment - Rental - Washington, D.C.","-2440"
"78","Rental Expense","Cash Payment - Rental - Chicago","-1480"
"78","Rental Expense","Cash Payment - Rental - Miami","-1800"
"77","Human Resource Expense","Cash Payment - Staff Recruiting","-15000"
"77","Marketing Expense","Cash Payment - Marketing - Detroit - Mouthwash","-1000"
"77","Marketing Expense","Cash Payment - Marketing - Detroit - Shampoo","-998"
"77","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","-3500"
"77","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","-3400"
"77","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","-3500"
"77","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","-5000"
"77","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","-5000"
"77","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","-5000"
"77","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Mouthwash","-1000"
"77","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Body Wash  ","-1000"
"77","Marketing Expense","Cash Payment - Marketing - Washington, D.C. - Shampoo","-1000"
"77","Marketing Expense","Cash Payment - Marketing - Chicago - Mouthwash","-2500"
"77","Marketing Expense","Cash Payment - Marketing - Chicago - Body Wash  ","-2500"
"77","Marketing Expense","Cash Payment - Marketing - Chicago - Shampoo","-2500"
"77","Salary Expense","Cash Payment - Salary Expense","-32179"
"77","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 339","-15000"
"77","Retail","Revenue - Retail Sales Detroit - Mouthwash","6450"
"77","Retail","Revenue - Retail Sales Detroit - Body Wash  ","9300"
"77","Retail","Revenue - Retail Sales Detroit - Shampoo","8175"
"77","Retail","Revenue - Retail Sales San Francisco - Mouthwash","2550"
"77","Retail","Revenue - Retail Sales San Francisco - Body Wash  ","4275"
"77","Retail","Revenue - Retail Sales San Francisco - Shampoo","3675"
"77","Retail","Revenue - Retail Sales Los Angeles - Mouthwash","20600"
"77","Retail","Revenue - Retail Sales Los Angeles - Body Wash  ","33700"
"77","Retail","Revenue - Retail Sales Los Angeles - Shampoo","8500"
"77","Retail","Revenue - Retail Sales New York - Mouthwash","55500"
"77","Retail","Revenue - Retail Sales New York - Body Wash  ","114000"
"77","Retail","Revenue - Retail Sales New York - Shampoo","29900"
"77","Retail","Revenue - Retail Sales Washington, D.C. - Mouthwash","3375"
"77","Retail","Revenue - Retail Sales Washington, D.C. - Body Wash  ","10200"
"77","Retail","Revenue - Retail Sales Washington, D.C. - Shampoo","3900"
"77","Retail","Revenue - Retail Sales Chicago - Mouthwash","5550"
"77","Retail","Revenue - Retail Sales Chicago - Body Wash  ","24225"
"77","Retail","Revenue - Retail Sales Chicago - Shampoo","6075"
"77","Rental Expense","Cash Payment - Rental - Detroit","-1000"
"77","Rental Expense","Cash Payment - Rental - San Francisco","-2240"
